,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,BsmtQual_Ex,TotRmsAbvGrd,SalePrice
1107,7,2021,2,422,868,887,2,1,9,274725
1108,6,1690,2,463,924,948,2,0,7,181000
1109,8,1836,3,862,1836,1836,2,1,7,280000
1110,6,1658,2,431,773,773,2,0,8,188000
1111,7,1964,2,483,803,1098,2,0,8,205000
1112,5,816,1,308,816,816,1,0,5,129900
1113,5,1008,1,240,1008,1008,1,0,6,134500
1114,5,833,1,326,833,833,1,0,4,117000
1115,8,1734,3,928,1734,1734,2,1,7,318000
1116,8,1419,2,527,408,779,2,0,7,184100
1117,5,894,2,450,894,894,1,0,5,130000
1118,5,1601,1,300,533,1021,1,0,6,140000
1119,5,1040,1,286,1040,1040,1,0,6,133700
1120,6,1012,1,308,1012,1012,1,0,6,118400
1121,7,1552,3,782,1552,1552,2,0,7,212900
1122,4,960,1,288,672,960,1,0,5,112000
1123,5,698,0,0,698,698,1,0,4,118000
1124,7,1482,2,392,384,812,2,0,7,163900
1125,4,1005,2,672,1005,1005,1,0,5,115000
1126,7,1555,3,660,1373,1555,2,0,7,174000
1127,7,1530,3,630,1530,1530,2,0,7,259000
1128,7,1959,2,434,847,847,2,0,8,215000
1129,5,936,2,672,936,936,1,0,4,140000
1130,4,1981,2,576,1122,1328,2,0,7,135000
1131,5,974,0,0,974,974,1,0,5,93500
1132,6,2210,1,205,1008,1178,2,0,8,117500
1133,8,2020,2,466,1128,1142,2,0,8,239500
1134,6,1600,2,460,916,916,2,0,7,169000
1135,6,986,1,180,960,986,1,0,5,102000
1136,6,1252,1,288,1032,1032,1,0,6,119000
1137,5,1020,0,0,780,780,1,0,6,94000
1138,6,1567,2,714,1567,1567,2,0,5,196000
1139,5,1167,2,495,915,1167,1,0,6,144000
1140,5,952,2,840,952,952,1,0,4,139000
1141,5,1868,2,484,780,1088,2,0,9,197500
1142,8,2828,3,1052,1466,1466,3,1,11,424870
1143,5,1006,0,0,1006,1006,1,0,5,80000
1144,4,924,1,280,672,672,1,0,5,80000
1145,5,1576,1,225,1042,1042,1,0,8,149000
1146,6,1298,2,403,1298,1298,2,0,5,180000
1147,7,1564,1,234,704,860,1,0,7,174500
1148,7,1111,1,288,572,572,1,0,5,116900
1149,7,1482,2,324,650,832,1,0,7,143000
1150,6,932,1,306,932,932,1,0,4,124000
1151,5,1466,2,528,1466,1466,1,0,6,149900
1152,6,1811,2,470,1073,1811,1,0,6,230000
1153,6,816,1,432,816,816,1,0,5,120500
1154,7,1820,2,492,864,902,1,0,8,201800
1155,5,1437,2,528,1437,1437,2,0,6,218000
1156,5,1265,2,502,1219,1265,2,0,6,179900
1157,7,1314,2,626,1314,1314,2,0,6,230000
1158,8,1580,3,830,1580,1580,2,0,7,235128
1159,6,1876,2,540,901,943,2,0,8,185000
1160,6,1456,2,440,855,855,2,0,7,146000
1161,6,1640,2,924,1296,1640,1,0,7,224000
1162,5,894,2,450,894,894,1,0,5,129000
1163,4,1258,2,400,1198,1258,0,0,6,108959
1164,5,1432,2,588,1360,1432,1,0,5,194000
1165,7,1502,2,644,1502,1502,2,0,7,233170
1166,8,1694,3,776,1694,1694,2,0,7,245350
1167,6,1671,2,472,959,959,2,0,7,173000
1168,6,2108,2,540,1127,1236,2,0,7,235000
1169,10,3627,3,807,1930,1831,3,1,10,625000
1170,6,1118,1,358,1096,1118,1,0,6,171000
1171,6,1261,2,433,1261,1261,1,0,6,163000
1172,7,1250,2,625,625,625,2,0,5,171900
1173,5,3086,0,0,1598,1636,3,0,12,200500
1174,6,2345,2,360,952,1170,2,0,9,239000
1175,8,2872,2,541,1683,2129,2,0,9,285000
1176,5,923,1,264,876,923,1,0,5,119500
1177,6,1224,1,210,818,818,1,0,5,115000
1178,5,1343,1,186,731,820,1,0,7,154900
1179,5,1124,0,0,0,1124,1,0,5,93000
1180,7,2514,2,693,1216,1298,2,0,8,250000
1181,8,1652,2,482,1600,1652,2,1,5,392500
1182,10,4476,3,813,2396,2411,3,1,10,745000
1183,5,1130,2,720,1120,1130,1,0,5,120000
1184,5,1572,3,995,1572,1572,1,0,5,186700
1185,5,1221,1,392,784,949,1,0,7,104900
1186,3,1699,2,420,978,1014,2,0,7,95000
1187,8,1624,3,757,1624,1624,2,0,5,262000
1188,7,1660,2,493,831,831,2,0,7,195000
1189,7,1804,2,442,994,1028,2,0,7,189000
1190,4,1622,4,1356,1249,1622,1,0,7,168000
1191,8,1441,2,492,776,764,2,0,5,174000
1192,5,1472,1,250,702,842,1,0,6,125000
1193,6,1224,2,402,1224,1224,2,1,5,165000
1194,6,1352,1,299,663,663,1,0,7,158000
1195,6,1456,2,400,728,728,2,0,8,176000
1196,7,1863,3,660,879,879,2,0,9,219210
1197,7,1690,1,225,815,815,1,0,7,144000
1198,7,1212,2,573,1212,1212,2,0,6,178000
1199,4,1382,2,459,1051,1382,1,0,6,148000
1200,4,864,1,280,864,864,1,0,5,116050
1201,7,1779,2,546,866,866,2,0,6,197900
1202,5,1348,1,216,884,884,1,0,5,117000
1203,7,1630,2,451,1630,1630,2,0,6,213000
1204,5,1074,2,495,1056,1074,1,0,6,153500
1205,7,2196,3,701,2158,2196,2,0,7,271900
1206,4,1056,1,384,1056,1056,1,0,5,107000
1207,6,1700,2,544,1682,1700,2,0,7,200000
1208,5,1283,2,506,931,1283,1,0,6,140000
1209,8,1660,2,500,1660,1660,2,1,8,290000
1210,6,1845,2,462,1055,1055,2,0,8,189000
1211,8,1752,2,492,559,1080,2,0,8,164000
1212,4,672,1,234,672,672,1,0,4,113000
1213,4,960,1,364,648,960,0,0,3,145000
1214,5,999,1,300,925,999,1,0,6,134500
1215,5,894,1,384,894,894,1,0,5,125000
1216,6,1902,2,539,0,1318,2,0,8,112000
1217,8,1314,2,552,1300,1314,2,0,6,229456
1218,4,912,0,0,0,672,1,0,3,80500
1219,6,1218,0,0,672,672,1,0,7,91500
1220,5,912,1,288,912,912,1,0,5,115000
1221,5,1211,1,322,952,1211,1,0,5,134000
1222,6,1846,1,315,1040,1168,2,0,7,143000
1223,5,2136,2,528,2136,2136,2,0,7,137900
1224,7,1490,2,388,788,788,2,0,8,184000
1225,6,1138,1,264,588,1138,1,0,6,145000
1226,6,1933,3,668,894,894,2,0,9,214000
1227,5,912,2,576,912,912,1,0,5,147000
1228,9,1702,3,1052,1702,1702,1,1,7,367294
1229,5,1507,1,404,1075,1507,2,0,7,127000
1230,5,2620,2,600,1361,1361,2,0,12,190000
1231,5,1190,2,540,1106,1190,1,0,6,132500
1232,4,1224,2,462,0,1224,2,0,6,101800
1233,5,1188,2,531,1188,1188,1,0,6,142000
1234,5,1964,0,0,940,1024,1,0,7,130000
1235,5,1784,1,180,747,892,1,0,9,138887
1236,7,1626,2,474,764,764,2,0,6,175500
1237,7,1948,2,434,847,847,2,0,8,195000
1238,6,1141,2,484,1141,1141,1,0,6,142500
1239,8,1484,2,472,1476,1484,2,0,6,265900
1240,7,1768,2,543,884,884,2,0,8,224900
1241,7,1689,3,954,1689,1689,2,0,7,248328
1242,7,1173,2,528,1053,1173,2,0,6,170000
1243,10,2076,3,850,2076,2076,2,1,7,465000
1244,8,1517,2,400,792,792,1,0,7,230000
1245,6,1868,2,477,585,1140,3,0,7,178000
1246,7,1553,2,615,756,756,2,0,6,186500
1247,6,1034,3,888,1012,1034,1,0,6,169900
1248,6,2058,2,396,735,1134,1,0,8,129500
1249,5,988,1,276,876,988,1,0,6,119000
1250,7,2110,2,522,2110,2110,2,0,8,244000
1251,7,1405,2,478,1405,1405,2,0,6,171750
1252,5,874,1,288,864,874,1,0,5,130000
1253,7,2167,2,518,1192,1516,2,0,9,294000
1254,7,1656,2,397,746,760,2,0,7,165400
1255,6,1367,1,560,884,959,1,0,6,127500
1256,8,1987,2,691,1986,1987,2,0,7,301500
1257,5,864,0,0,864,864,1,0,4,99900
1258,7,1166,2,400,856,1166,2,0,5,190000
1259,6,1054,2,460,1054,1054,1,0,6,151000
1260,6,1675,2,502,841,892,2,0,7,181000
1261,5,1050,1,338,1050,1050,1,0,5,128900
1262,4,1788,1,304,1104,1104,1,0,8,161500
1263,6,1824,2,520,764,1060,1,0,8,180500
1264,6,1337,2,511,1405,1337,2,0,5,181000
1265,7,1452,2,506,691,713,2,0,6,183900
1266,7,1889,1,308,925,964,1,0,9,122000
1267,9,2018,3,746,2002,2018,2,1,10,378500
1268,8,3447,3,1014,728,1968,3,0,11,381000
1269,5,1524,1,315,874,874,1,0,7,144000
1270,7,1524,2,586,1332,1332,0,0,4,260000
1271,6,1489,2,462,1489,1489,2,0,7,185750
1272,5,935,1,288,935,935,1,0,5,137000
1273,6,1357,1,312,1019,1357,1,0,5,177000
1274,5,1250,2,552,661,661,2,0,8,139000
1275,5,1920,2,400,928,928,2,0,10,137000
1276,6,1395,2,497,723,735,1,0,6,162000
1277,6,1724,2,480,1680,1724,1,0,7,197900
1278,8,2031,2,577,1128,1128,2,0,7,237000
1279,4,1128,2,528,698,698,1,0,6,68400
1280,7,1573,2,544,1573,1573,2,0,6,227000
1281,7,1339,2,484,1309,1339,2,0,6,180000
1282,5,1040,2,484,1040,1040,2,0,5,150500
1283,6,1824,0,0,912,912,2,0,8,139000
1284,6,2447,1,336,804,1699,2,0,10,169000
1285,6,1412,1,280,780,825,1,0,6,132500
1286,6,1328,2,528,1328,1328,1,0,6,143000
1287,5,1582,2,390,1624,1582,2,0,7,190000
1288,8,1659,2,499,1501,1659,2,0,5,278000
1289,8,1970,3,753,1085,1120,2,0,8,281000
1290,5,1152,2,484,1152,1152,1,0,6,180500
1291,5,1302,1,264,630,630,2,0,6,119500
1292,5,2372,1,432,994,1378,2,0,11,107500
1293,7,1664,2,528,832,832,2,0,8,162900
1294,5,864,2,572,864,864,1,0,5,115000
1295,5,1052,1,288,1052,1052,1,0,5,138500
1296,5,1128,2,525,1120,1128,2,0,6,155000
1297,6,1072,2,525,547,1072,2,0,5,140000
1298,10,5642,2,1418,6110,4692,2,1,12,160000
1299,5,1246,1,305,1246,1246,1,0,6,154000
1300,7,1983,2,490,978,1005,2,0,9,225000
1301,6,1494,1,213,771,753,1,0,7,177500
1302,8,2526,3,844,1165,1203,2,0,8,290000
1303,7,1616,3,834,1616,1616,2,0,7,232000
1304,7,1708,2,380,976,976,2,0,7,130000
1305,9,1652,2,840,1652,1652,2,1,6,325000
1306,7,1368,2,474,1368,1368,2,0,6,202500
1307,5,990,2,480,990,990,1,0,5,138000
1308,5,1122,2,528,924,1122,1,0,6,147000
1309,6,1294,2,496,1278,1294,2,0,6,179200
1310,7,1902,2,567,1902,1902,2,0,7,335000
1311,7,1274,2,508,1274,1274,2,0,6,203000
1312,8,2810,2,750,1453,1453,2,1,9,302000
1313,9,2599,3,779,1393,1422,2,0,10,333168
1314,4,948,1,280,948,948,1,0,5,119000
1315,6,2112,2,576,952,1092,2,0,9,206900
1316,8,1630,3,860,1622,1630,2,1,8,295493
1317,7,1352,2,466,1352,1352,2,1,5,208900
1318,8,1787,3,748,1753,1787,2,0,7,275000
1319,4,948,1,248,864,948,1,0,5,111000
1320,6,1478,2,442,1478,1478,1,0,6,156500
1321,3,720,1,287,0,720,1,0,4,72500
1322,7,1923,2,564,750,1061,2,0,8,190000
1323,4,708,0,0,420,708,1,0,5,82500
1324,8,1795,3,895,1795,1795,2,1,7,147000
1325,4,796,0,0,796,796,1,0,5,55000
1326,3,774,0,0,544,774,1,0,6,79000
1327,5,816,1,264,816,816,1,0,5,130500
1328,6,2792,2,520,1510,1584,2,0,8,256000
1329,7,1632,2,462,935,955,2,0,8,176500
1330,8,1588,3,825,1588,1588,2,0,7,227000
1331,5,954,2,576,911,954,1,0,6,132500
1332,4,816,1,288,816,816,1,0,3,100000
1333,5,1360,1,297,803,803,1,0,6,125500
1334,5,1365,2,440,765,765,1,0,7,125000
1335,6,1334,2,630,1350,1334,2,0,6,167900
1336,5,1656,2,506,1656,1656,2,0,8,135000
1337,4,693,0,0,693,693,1,0,4,52500
1338,7,1861,2,492,916,920,2,0,8,200000
1339,5,864,1,288,864,864,1,0,5,128500
1340,4,872,4,480,858,872,1,0,5,123000
1341,6,1114,2,576,1114,1114,1,0,6,155000
1342,8,2169,2,647,1284,1284,2,0,7,228500
1343,6,1913,2,342,896,1172,1,0,9,177000
1344,7,1456,2,440,728,728,2,0,8,155835
1345,4,960,1,308,960,960,1,0,5,108500
1346,7,2156,2,508,1568,2156,2,0,9,262500
1347,8,1776,3,712,1732,1776,2,1,7,283463
1348,7,1494,2,514,1482,1494,2,0,5,215000
1349,8,2358,0,0,684,938,2,0,8,122000
1350,5,2634,4,968,1248,1338,2,0,12,200000
1351,6,1716,2,490,858,858,1,0,8,171000
1352,6,1176,2,624,698,786,1,0,4,134900
1353,8,3238,3,666,2033,2053,2,0,9,410000
1354,7,1865,3,839,992,992,2,0,7,235000
1355,7,1920,2,487,570,1222,3,0,8,170000
1356,5,892,1,264,864,892,1,0,5,110000
1357,5,1078,2,500,1078,1078,1,0,6,149900
1358,6,1573,2,440,756,769,2,0,5,177500
1359,9,1980,3,770,1980,1980,2,1,8,315000
1360,5,2601,2,621,612,990,3,0,8,189000
1361,7,1530,2,430,1530,1530,2,1,7,260000
1362,4,1738,1,368,715,1281,2,0,7,104900
1363,6,1412,2,432,616,616,2,0,6,156932
1364,7,1200,2,480,600,520,2,0,4,144152
1365,7,1674,2,663,814,814,2,0,7,216000
1366,7,1790,2,588,873,882,2,0,7,193000
1367,5,1475,1,336,757,925,2,0,6,127000
1368,6,848,2,420,848,848,1,0,4,144000
1369,8,1668,2,502,1657,1668,2,0,8,232000
1370,4,1374,1,338,840,840,1,0,6,105000
1371,6,1661,1,377,992,1661,1,0,8,165500
1372,7,2097,2,583,1108,1108,2,0,8,274300
1373,10,2633,3,804,2633,2633,2,1,8,466500
1374,7,1958,3,936,1026,1026,2,0,9,250000
1375,8,1571,3,722,1571,1571,2,0,7,239000
1376,6,790,1,160,768,790,1,0,4,91000
1377,5,1604,2,660,984,984,2,0,6,117000
1378,6,987,1,264,483,483,1,0,5,83000
1379,5,1394,2,400,384,754,2,0,7,167500
1380,3,864,1,200,864,864,1,0,5,58500
1381,6,2117,2,550,1205,2117,2,0,7,237500
1382,7,1762,2,576,596,998,1,0,8,157000
1383,5,1416,2,576,816,1416,2,0,7,112000
1384,6,1258,1,280,560,698,1,0,6,105000
1385,4,1154,1,240,796,796,1,0,7,125500
1386,7,2784,2,564,1392,1392,3,0,12,250000
1387,6,2526,1,216,714,1664,2,0,10,136000
1388,9,1746,3,758,1746,1746,2,1,7,377500
1389,6,1218,2,440,735,869,1,0,6,131000
1390,7,1525,2,541,1525,1525,2,0,6,235000
1391,5,1584,3,792,1584,1584,2,0,8,124000
1392,5,900,1,288,864,900,1,0,6,123000
1393,6,1912,2,672,482,1221,2,0,7,163000
1394,7,1500,3,648,1356,1500,2,0,6,246578
1395,8,2482,3,642,1094,1133,2,0,9,281213
1396,5,1687,2,572,747,1687,1,0,7,160000
1397,5,1513,1,180,939,939,1,0,8,137500
1398,5,1904,1,240,1208,1136,1,0,7,138000
1399,6,1608,1,216,976,1160,2,0,7,137450
1400,6,1158,1,208,862,950,1,0,5,120000
1401,6,1593,2,398,839,864,2,0,8,193000
1402,7,1294,2,662,1286,1294,2,0,6,193879
1403,8,1464,3,754,1485,1464,2,0,6,282922
1404,3,1214,3,936,672,694,1,0,6,105000
1405,8,1646,2,482,1594,1646,2,1,5,275000
1406,5,768,2,396,768,768,1,0,5,133000
1407,5,833,0,0,833,833,1,0,5,112000
1408,4,1363,2,528,622,741,1,0,6,125500
1409,7,2093,2,542,791,1236,2,0,7,215000
1410,7,1840,2,622,944,944,2,0,6,230000
1411,6,1668,1,271,856,1112,1,0,6,140000
1412,4,1040,2,420,0,1040,2,0,6,90000
1413,8,1844,2,620,1844,1844,2,0,7,257000
1414,6,1848,2,370,833,1053,1,0,8,207000
1415,7,1569,3,660,1386,1569,2,0,7,175900
1416,4,2290,2,560,777,1246,2,0,11,122500
1417,8,2450,3,1069,1284,1310,2,0,7,340000
1418,5,1144,1,336,1144,1144,1,0,6,124000
1419,6,1844,2,540,1844,1844,2,0,7,223000
1420,6,1416,2,776,708,708,2,0,7,179900
1421,6,1069,2,440,1069,1069,2,0,4,127500
1422,6,848,2,420,848,848,1,0,3,136500
1423,6,2201,2,432,697,1575,2,0,8,274970
1424,5,1344,1,484,1024,1344,1,0,6,144000
1425,6,1252,2,528,1252,1252,1,0,7,142000
1426,7,2127,2,525,1223,1223,2,0,5,271000
1427,5,1558,1,288,913,1048,1,0,6,140000
1428,5,804,1,240,788,804,1,0,4,119000
1429,6,1440,2,467,1440,1440,2,0,7,182900
1430,5,1838,2,372,732,734,2,0,7,192140
1431,6,958,2,440,958,958,2,0,5,143750
1432,4,968,1,216,656,968,2,0,5,64500
1433,6,1792,2,451,936,962,2,0,8,186500
1434,5,1126,2,484,1126,1126,2,0,5,160000
1435,6,1537,2,462,1319,1537,1,0,7,174000
1436,4,864,2,528,864,864,1,0,5,120500
1437,8,1932,3,774,1932,1932,2,1,7,394617
1438,6,1236,2,923,912,1236,1,0,6,149700
1439,7,1725,2,550,539,1040,2,0,6,197000
1440,6,2555,2,672,588,1423,2,1,11,191000
1441,6,848,2,420,848,848,1,0,3,149300
1442,10,2007,3,812,1017,1026,2,1,10,310000
1443,6,952,1,192,952,952,1,0,4,121000
1444,7,1422,2,626,1422,1422,2,0,7,179600
1445,6,913,1,240,814,913,1,0,6,129000
1446,5,1188,1,312,1188,1188,1,0,6,157900
1447,8,2090,2,556,1220,1220,2,0,8,240000
1448,4,1346,1,384,560,796,1,0,6,112000
1449,5,630,0,0,630,630,1,0,3,92000
1450,5,1792,0,0,896,896,2,0,8,136000
1451,8,1578,3,840,1573,1578,2,0,7,287090
1452,5,1072,2,525,547,1072,1,0,5,145000
1453,5,1140,0,0,1140,1140,1,0,6,84500
1454,7,1221,2,400,1221,1221,2,0,6,185000
1455,6,1647,2,460,953,953,2,0,7,175000
1456,6,2073,2,500,1542,2073,2,0,7,210000
1457,7,2340,1,252,1152,1188,2,0,9,266500
1458,5,1078,1,240,1078,1078,1,0,5,142125
1459,5,1256,1,276,1256,1256,1,0,6,147500
